/opt/hpcaas/.mounts/fs-0301404b74c8d22fd/home/xueyao/workspace/dataset/LibriSpeech/train-clean-360
1482/140067/1482-140067-0024.flac	260000
1482/140067/1482-140067-0015.flac	106560
1482/140067/1482-140067-0011.flac	270720
1482/140067/1482-140067-0020.flac	212080
1482/140067/1482-140067-0009.flac	235440
1482/140067/1482-140067-0005.flac	248400
1482/140067/1482-140067-0001.flac	252240
1482/140067/1482-140067-0030.flac	231360
1482/140067/1482-140067-0019.flac	226560
1482/140067/1482-140067-0028.flac	257520
1482/140067/1482-140067-0004.flac	231440
1482/140067/1482-140067-0000.flac	246000
1482/140067/1482-140067-0031.flac	225360
1482/140067/1482-140067-0018.flac	248560
1482/140067/1482-140067-0029.flac	242320
1482/140067/1482-140067-0025.flac	245120
1482/140067/1482-140067-0014.flac	236560
1482/140067/1482-140067-0010.flac	244720
1482/140067/1482-140067-0021.flac	242800
1482/140067/1482-140067-0008.flac	220480
1482/140067/1482-140067-0006.flac	223360
1482/140067/1482-140067-0002.flac	254080
1482/140067/1482-140067-0033.flac	220400
1482/140067/1482-140067-0027.flac	207680
1482/140067/1482-140067-0016.flac	227760
1482/140067/1482-140067-0012.flac	200800
1482/140067/1482-140067-0023.flac	236880
1482/140067/1482-140067-0026.flac	220000
1482/140067/1482-140067-0017.flac	244800
1482/140067/1482-140067-0013.flac	238080
1482/140067/1482-140067-0022.flac	249280
1482/140067/1482-140067-0007.flac	206080
1482/140067/1482-140067-0003.flac	231360
1482/140067/1482-140067-0032.flac	236160
1482/140071/1482-140071-0012.flac	210400
1482/140071/1482-140071-0023.flac	246800
1482/140071/1482-140071-0027.flac	245920
1482/140071/1482-140071-0016.flac	248000
1482/140071/1482-140071-0002.flac	222800
1482/140071/1482-140071-0033.flac	193120
1482/140071/1482-140071-0006.flac	225120
1482/140071/1482-140071-0003.flac	252800
1482/140071/1482-140071-0032.flac	243520
1482/140071/1482-140071-0007.flac	247200
1482/140071/1482-140071-0013.flac	239280
1482/140071/1482-140071-0022.flac	239680
1482/140071/1482-140071-0026.flac	155440
1482/140071/1482-140071-0017.flac	232320
1482/140071/1482-140071-0019.flac	244560
1482/140071/1482-140071-0028.flac	227840
1482/140071/1482-140071-0001.flac	200320
1482/140071/1482-140071-0030.flac	261360
1482/140071/1482-140071-0034.flac	256480
1482/140071/1482-140071-0005.flac	247600
1482/140071/1482-140071-0009.flac	228799
1482/140071/1482-140071-0011.flac	220640
1482/140071/1482-140071-0020.flac	102960
1482/140071/1482-140071-0024.flac	195439
1482/140071/1482-140071-0015.flac	262960
1482/140071/1482-140071-0008.flac	234000
1482/140071/1482-140071-0010.flac	243041
1482/140071/1482-140071-0021.flac	251760
1482/140071/1482-140071-0025.flac	245280
1482/140071/1482-140071-0014.flac	166640
1482/140071/1482-140071-0018.flac	230400
1482/140071/1482-140071-0029.flac	250320
1482/140071/1482-140071-0000.flac	233840
1482/140071/1482-140071-0031.flac	229120
1482/140071/1482-140071-0004.flac	219040
1482/140072/1482-140072-0017.flac	237840
1482/140072/1482-140072-0026.flac	162560
1482/140072/1482-140072-0022.flac	218880
1482/140072/1482-140072-0013.flac	250720
1482/140072/1482-140072-0007.flac	81680
1482/140072/1482-140072-0036.flac	211280
1482/140072/1482-140072-0032.flac	212000
1482/140072/1482-140072-0003.flac	243360
1482/140072/1482-140072-0006.flac	255520
1482/140072/1482-140072-0037.flac	247520
1482/140072/1482-140072-0033.flac	218880
1482/140072/1482-140072-0002.flac	246480
1482/140072/1482-140072-0016.flac	123920
1482/140072/1482-140072-0027.flac	221360
1482/140072/1482-140072-0023.flac	253760
1482/140072/1482-140072-0012.flac	246400
1482/140072/1482-140072-0004.flac	228000
1482/140072/1482-140072-0035.flac	247040
1482/140072/1482-140072-0029.flac	216641
1482/140072/1482-140072-0018.flac	224880
1482/140072/1482-140072-0031.flac	229680
1482/140072/1482-140072-0000.flac	134560
1482/140072/1482-140072-0014.flac	219280
1482/140072/1482-140072-0025.flac	230080
1482/140072/1482-140072-0008.flac	220320
1482/140072/1482-140072-0021.flac	218480
1482/140072/1482-140072-0010.flac	139680
1482/140072/1482-140072-0015.flac	207040
1482/140072/1482-140072-0024.flac	247520
1482/140072/1482-140072-0038.flac	206640
1482/140072/1482-140072-0009.flac	229200
1482/140072/1482-140072-0020.flac	237520
1482/140072/1482-140072-0011.flac	222800
1482/140072/1482-140072-0005.flac	227120
1482/140072/1482-140072-0034.flac	185200
1482/140072/1482-140072-0028.flac	254320
1482/140072/1482-140072-0019.flac	189760
1482/140072/1482-140072-0030.flac	139760
1482/140072/1482-140072-0001.flac	76560
5724/13364/5724-13364-0070.flac	250560
5724/13364/5724-13364-0114.flac	199920
5724/13364/5724-13364-0099.flac	254880
5724/13364/5724-13364-0041.flac	60880
5724/13364/5724-13364-0081.flac	81120
5724/13364/5724-13364-0068.flac	259120
5724/13364/5724-13364-0023.flac	235440
5724/13364/5724-13364-0012.flac	217600
5724/13364/5724-13364-0059.flac	235280
5724/13364/5724-13364-0121.flac	53840
5724/13364/5724-13364-0045.flac	214800
5724/13364/5724-13364-0074.flac	217600
5724/13364/5724-13364-0110.flac	252320
5724/13364/5724-13364-0016.flac	235280
5724/13364/5724-13364-0085.flac	249280
5724/13364/5724-13364-0027.flac	238480
5724/13364/5724-13364-0108.flac	256000
5724/13364/5724-13364-0089.flac	202400
5724/13364/5724-13364-0060.flac	181680
5724/13364/5724-13364-0104.flac	245920
5724/13364/5724-13364-0051.flac	187840
5724/13364/5724-13364-0033.flac	249279
5724/13364/5724-13364-0078.flac	228960
5724/13364/5724-13364-0091.flac	126320
5724/13364/5724-13364-0049.flac	52960
5724/13364/5724-13364-0002.flac	222880
5724/13364/5724-13364-0055.flac	215920
5724/13364/5724-13364-0064.flac	233360
5724/13364/5724-13364-0100.flac	244480
5724/13364/5724-13364-0006.flac	236080
5724/13364/5724-13364-0118.flac	88720
5724/13364/5724-13364-0037.flac	190960
5724/13364/5724-13364-0095.flac	246960
5724/13364/5724-13364-0088.flac	96000
5724/13364/5724-13364-0061.flac	236560
5724/13364/5724-13364-0105.flac	250240
5724/13364/5724-13364-0050.flac	214960
5724/13364/5724-13364-0079.flac	254880
5724/13364/5724-13364-0032.flac	179280
5724/13364/5724-13364-0090.flac	55120
5724/13364/5724-13364-0003.flac	91680
5724/13364/5724-13364-0048.flac	109200
5724/13364/5724-13364-0054.flac	181120
5724/13364/5724-13364-0065.flac	41600
5724/13364/5724-13364-0101.flac	257200
5724/13364/5724-13364-0007.flac	245840
5724/13364/5724-13364-0036.flac	238480
5724/13364/5724-13364-0119.flac	48879
5724/13364/5724-13364-0094.flac	151120
5724/13364/5724-13364-0071.flac	57520
5724/13364/5724-13364-0115.flac	208240
5724/13364/5724-13364-0098.flac	260400
5724/13364/5724-13364-0040.flac	232960
5724/13364/5724-13364-0080.flac	234480
5724/13364/5724-13364-0022.flac	237840
5724/13364/5724-13364-0069.flac	146400
5724/13364/5724-13364-0058.flac	259280
5724/13364/5724-13364-0013.flac	226000
